@relation concentric-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute class {m,u}

@data
0.131553,0.696855,m
0.304567,0.457504,u
0.753057,0.359221,u
0.368341,0.529272,u
0.80912,0.39256,m
0.675428,0.12075,m
0.650746,0.383561,u
0.505533,0.996812,m
0.780349,0.092496,m
0.667481,0.729841,u
0.661605,0.419015,u
0.876139,0.394774,m
0.705519,0.103827,m
0.352401,0.188419,m
0.870858,0.825492,m
0.554803,0.629807,u
0.774854,0.265764,m
0.60302,0.718637,u
0.895026,0.715084,m
0.766088,0.183188,m
0.199562,0.680274,m
0.567214,0.877946,m
0.669404,0.036147,m
0.030296,0.420548,m
0.591508,0.8817,m
0.596231,0.08742,m
0.326427,0.834926,m
0.324801,0.590951,u
0.486647,0.498039,u
0.226146,0.885229,m
0.286801,0.358607,u
0.79833,0.128326,m
0.617992,0.375972,u
0.363177,0.194169,m
0.325691,0.479766,u
0.545052,0.60593,u
0.847394,0.292972,m
0.485338,0.067308,m
0.768516,0.871015,m
0.603361,0.519613,u
0.17352,0.447306,m
0.518258,0.151504,m
0.672417,0.064647,m
0.451879,0.48359,u
0.259315,0.530526,u
0.320861,0.550078,u
0.129889,0.731959,m
0.871463,0.776716,m
0.727302,0.516926,u
0.304065,0.433535,u
0.557317,0.234843,u
0.628463,0.538792,u
0.522377,0.978829,m
0.552044,0.036659,m
0.774832,0.914735,m
0.621063,0.69595,u
0.264353,0.828104,m
0.366333,0.475745,u
0.447425,0.333297,u
0.440975,0.640834,u
0.61818,0.856757,m
0.049266,0.65335,m
0.77133,0.118691,m
0.913497,0.27377,m
0.065787,0.347302,m
0.43512,0.567214,u
0.96738,0.391544,m
0.588959,0.907702,m
0.75421,0.663444,m
0.589734,0.808654,m
0.615238,0.943662,m
0.6407,0.831637,m
0.206186,0.490233,u
0.669562,0.935506,m
0.923964,0.387412,m
0.626233,0.602347,u
0.253465,0.625564,u
0.651434,0.872893,m
0.464331,0.717754,u
0.82524,0.799264,m
0.602471,0.308963,u
0.953687,0.325844,m
0.729982,0.704924,m
0.657837,0.29517,u
0.107157,0.236952,m
0.570692,0.980247,m
0.413891,0.435681,u
0.065392,0.553505,m
0.414919,0.18418,m
0.740752,0.337475,u
0.805877,0.528072,m
0.874446,0.302285,m
0.343579,0.439075,u
0.264707,0.282238,m
0.126301,0.502104,m
0.511136,0.836976,m
0.059713,0.400751,m
0.796204,0.418907,m
0.579045,0.096008,m
0.750226,0.727243,m
0.460066,0.375027,u
0.38205,0.42015,u
0.153641,0.576214,m
0.786201,0.417367,u
0.759637,0.251795,m
0.454063,0.849696,m
0.071112,0.273716,m
0.773701,0.886675,m
0.737976,0.858082,m
0.325845,0.845173,m
0.217972,0.372063,m
0.490275,0.82232,m
0.634165,0.944721,m
0.857656,0.538124,m
0.268379,0.176062,m
0.470566,0.638006,u
0.675482,0.679781,u
0.728865,0.734862,m
0.78547,0.824152,m
0.152855,0.851851,m
0.109008,0.543104,m
0.070147,0.610307,m
0.693362,0.330366,u
0.190436,0.273484,m
0.455752,0.300609,u
0.359752,0.488769,u
0.664029,0.8836,m
0.157708,0.385279,m
0.631848,0.280053,u
0.055113,0.292825,m
0.407234,0.052684,m
0.344335,0.861387,m
0.094693,0.767529,m
0.650752,0.585989,u
0.859164,0.717183,m
0.553135,0.556863,u
0.574489,0.129941,m
0.890048,0.529135,m
0.909672,0.214597,m
0.512561,0.657886,u
0.963725,0.407243,m
0.14338,0.276452,m
0.799755,0.388957,m
0.716489,0.840217,m
0.45239,0.823469,m
0.399526,0.403389,u
0.77582,0.118403,m
0.360268,0.561516,u
0.204542,0.130731,m
0.939244,0.72972,m
0.590135,0.384196,u
0.653217,0.81303,m
0.036857,0.575264,m
0.738142,0.83536,m
0.857783,0.28535,m
0.278889,0.936377,m
0.288821,0.255281,m
0.713807,0.915688,m
0.460541,0.603425,u
0.631979,0.083022,m
0.617716,0.87011,m
0.694339,0.918033,m
0.291065,0.12232,m
0.890729,0.405958,m
0.213863,0.781456,m
0.562765,0.09549,m
0.261492,0.884154,m
0.418458,0.114169,m
0.597149,0.541044,u
0.375434,0.021075,m
0.256143,0.50683,u
0.646972,0.61849,u
0.298951,0.790188,m
0.848052,0.653242,m
0.682727,0.949235,m
0.488007,0.07535,m
0.564503,0.635811,u
0.500143,0.532343,u
0.686095,0.58175,u
0.63286,0.437077,u
0.109145,0.479831,m
0.225804,0.578881,u
0.245231,0.726946,m
0.638871,0.519214,u
0.49679,0.802771,m
0.949069,0.322399,m
0.715311,0.329813,u
0.471939,0.61568,u
0.46184,0.481934,u
0.509626,0.807251,m
0.217285,0.883747,m
0.278235,0.072439,m
0.024389,0.563571,m
0.631452,0.713547,u
0.248935,0.177823,m
0.429137,0.710747,u
0.107546,0.208944,m
0.573512,0.061475,m
0.076697,0.339377,m
0.638885,0.198986,m
0.699495,0.931823,m
0.52831,0.003194,m
0.928255,0.448571,m
0.282476,0.241096,m
0.517695,0.430722,u
0.452527,0.743223,u
0.790204,0.84636,m
0.436358,0.356609,u
0.653613,0.7521,u
0.32593,0.82403,m
0.798375,0.884156,m
0.145948,0.320067,m
0.153438,0.533244,m
0.463568,0.402167,u
0.43445,0.72499,u
0.863778,0.56894,m
0.113159,0.514608,m
0.527115,0.807855,m
0.774358,0.2466,m
0.614288,0.289256,u
0.086768,0.339869,m
0.490663,0.260532,u
0.172968,0.658068,m
0.890033,0.64849,m
0.118167,0.342002,m
0.313204,0.65923,u
0.075682,0.54464,m
0.534533,0.517237,u
0.322258,0.118945,m
0.155234,0.69557,m
0.645885,0.926681,m
0.965781,0.555647,m
0.717052,0.835597,m
0.636864,0.86877,m
0.56708,0.508713,u
0.889513,0.472465,m
0.550851,0.575775,u
0.438672,0.706364,u
0.375582,0.803606,m
0.716772,0.730355,m
0.624149,0.374548,u
0.85878,0.192022,m
0.129031,0.589913,m
0.787967,0.810314,m
0.629507,0.922867,m
0.599139,0.576313,u
0.817645,0.809621,m
0.252951,0.411763,u
0.367353,0.331525,u
0.856672,0.675715,m
0.947221,0.576899,m
0.32915,0.660676,u
0.573686,0.551492,u
0.80647,0.64633,m
0.374204,0.922135,m
0.817771,0.582167,m
0.890602,0.340735,m
0.553036,0.006517,m
0.354574,0.068306,m
0.168667,0.704339,m
0.701424,0.311047,u
0.337962,0.790814,m
0.873576,0.314771,m
0.364354,0.854743,m
0.284482,0.425549,u
0.62274,0.554794,u
0.21966,0.80789,m
0.321958,0.217963,m
0.67215,0.780977,m
0.536506,0.743079,u
0.180134,0.264844,m
0.44801,0.054007,m
0.207253,0.177281,m
0.772269,0.11021,m
0.738022,0.639965,u
0.859268,0.69611,m
0.419499,0.472875,u
0.369323,0.147512,m
0.129975,0.314316,m
0.400189,0.497662,u
0.23927,0.694013,m
0.597485,0.617422,u
0.908742,0.244671,m
0.383976,0.983327,m
0.851807,0.267757,m
0.672235,0.285451,u
0.442589,0.399997,u
0.442631,0.554604,u
0.740824,0.383036,u
0.538154,0.745505,u
0.319244,0.247457,m
0.335739,0.334002,u
0.19056,0.351401,m
0.490444,0.579628,u
0.596142,0.241647,u
0.210574,0.771136,m
0.730635,0.792397,m
0.326029,0.173549,m
0.577292,0.141682,m
0.484948,0.58755,u
0.168474,0.827423,m
0.401199,0.300939,u
0.543957,0.518797,u
0.825724,0.551937,m
0.938985,0.278657,m
0.685623,0.053534,m
0.698095,0.429795,u
0.960187,0.425135,m
0.027094,0.471953,m
0.946147,0.336496,m
0.421298,0.987417,m
0.779596,0.134197,m
0.655122,0.833958,m
0.764679,0.739263,m
0.480489,0.452401,u
0.135399,0.483141,m
0.435511,0.563455,u
0.742967,0.091806,m
0.69753,0.477913,u
0.902081,0.235692,m
0.364957,0.488285,u
0.35176,0.87501,m
0.670908,0.145579,m
0.655378,0.481468,u
0.297324,0.491701,u
0.986725,0.431721,m
0.89305,0.534205,m
0.369343,0.511998,u
0.329559,0.706171,u
0.959905,0.638657,m
0.491168,0.337448,u
0.273028,0.059403,m
0.502988,0.703622,u
0.661596,0.163338,m
0.498221,0.390211,u
0.430658,0.87223,m
0.310959,0.525431,u
0.20602,0.643351,m
0.435293,0.833154,m
0.308152,0.829237,m
0.635282,0.021751,m
0.407946,0.589082,u
0.160986,0.237505,m
0.781938,0.909642,m
0.757423,0.809864,m
0.282099,0.52539,u
0.739309,0.658101,u
0.588594,0.012741,m
0.413013,0.128082,m
0.074415,0.724099,m
0.028837,0.523979,m
0.156664,0.784568,m
0.261144,0.629032,u
0.284456,0.756378,m
0.371331,0.343014,u
0.101229,0.437742,m
0.314683,0.235215,m
0.806147,0.334171,m
0.822215,0.327307,m
0.517354,0.518677,u
0.396353,0.011823,m
0.279703,0.854072,m
0.224824,0.189598,m
0.596587,0.340188,u
0.435365,0.864439,m
0.22448,0.576616,u
0.586959,0.972959,m
0.282099,0.916765,m
0.545808,0.097446,m
0.016535,0.421582,m
0.60517,0.788614,m
0.103967,0.53303,m
0.66416,0.135474,m
0.526275,0.577671,u
0.422378,0.341915,u
0.338769,0.830088,m
0.109373,0.526942,m
0.721342,0.177534,m
0.161583,0.69992,m
0.626485,0.104259,m
0.036832,0.337672,m
0.799797,0.272137,m
0.794915,0.468619,u
0.610097,0.397315,u
0.26157,0.855289,m
0.415183,0.596503,u
0.061272,0.419094,m
0.083719,0.725106,m
0.534766,0.357007,u
0.501977,0.087426,m
0.476217,0.408959,u
0.259465,0.433664,u
0.645461,0.864598,m
0.456204,0.316867,u
0.369972,0.903281,m
0.249182,0.847862,m
0.723039,0.630575,u
0.313974,0.212611,m
0.112233,0.697558,m
0.170979,0.724636,m
0.389238,0.28835,u
0.366654,0.785243,m
0.876078,0.38981,m
0.373612,0.135921,m
0.747341,0.335103,u
0.471805,0.757317,u
0.279222,0.36849,u
0.399568,0.88417,m
0.338291,0.611569,u
0.35539,0.16137,m
0.071755,0.665593,m
0.728556,0.337359,u
0.481403,0.548767,u
0.150583,0.4821,m
0.208176,0.607978,m
0.862387,0.331265,m
0.656644,0.109246,m
0.388744,0.727711,u
0.138317,0.269878,m
0.749175,0.068277,m
0.783016,0.290218,m
0.843485,0.360672,m
0.482749,0.216694,u
0.116722,0.195506,m
0.163317,0.311851,m
0.771557,0.199488,m
0.200616,0.3448,m
0.362303,0.231542,m
0.281112,0.426988,u
0.615539,0.971998,m
0.628029,0.032552,m
0.43699,0.344015,u
0.514787,0.865179,m
0.587098,0.530421,u
0.644979,0.195842,m
0.201493,0.221527,m
0.64118,0.734129,u
0.220687,0.910568,m
0.47945,0.292152,u
0.589522,0.149298,m
0.655999,0.08572,m
0.828742,0.404965,m
0.352585,0.705063,u
0.493557,0.147508,m
0.858297,0.718722,m
0.23058,0.390257,u
0.448194,0.629718,u
0.321116,0.405628,u
0.409914,0.151781,m
0.302205,0.667654,u
0.108682,0.247849,m
0.600179,0.276569,u
0.350736,0.921978,m
0.406739,0.030384,m
0.562506,0.319885,u
0.534674,0.984692,m
0.404293,0.591708,u
0.273801,0.241471,m
0.57449,0.210685,u
0.520302,0.652696,u
0.89487,0.576661,m
0.546279,0.493506,u
0.438922,0.264028,u
0.906369,0.374142,m
0.513117,0.200767,u
0.102457,0.53571,m
0.788963,0.209408,m
0.674842,0.581842,u
0.400812,0.655939,u
0.908135,0.411701,m
0.861071,0.644191,m
0.291327,0.150084,m
0.614571,0.855458,m
0.386103,0.468147,u
0.715782,0.365457,u
0.384073,0.584818,u
0.47194,0.650478,u
0.791743,0.180211,m
0.138306,0.657102,m
0.852895,0.226825,m
0.901818,0.362188,m
0.509218,0.465362,u
0.084749,0.273867,m
0.400958,0.587394,u
0.442475,0.99274,m
0.616262,0.598167,u
0.631323,0.383875,u
0.692654,0.282936,u
0.531581,0.74392,u
0.707094,0.4284,u
0.305958,0.882174,m
0.277,0.074129,m
0.046009,0.315021,m
0.924254,0.523287,m
0.328211,0.105821,m
0.436645,0.591679,u
0.707029,0.397718,u
0.888331,0.258725,m
0.326143,0.212966,m
0.671501,0.252519,m
0.918802,0.516162,m
0.540818,0.112869,m
0.894011,0.326957,m
0.666629,0.451925,u
0.061539,0.538486,m
0.141001,0.610196,m
0.745385,0.677372,m
0.466748,0.045474,m
0.518116,0.100642,m
0.71937,0.319615,u
0.162268,0.697426,m
0.896866,0.223046,m
0.246477,0.839577,m
0.718865,0.743833,m
0.664052,0.704331,u
0.82568,0.134191,m
0.911311,0.712633,m
0.374239,0.333358,u
0.837061,0.323477,m
0.886557,0.282612,m
0.299823,0.437784,u
0.283515,0.411441,u
0.437776,0.008974,m
0.300529,0.667515,u
0.622264,0.301784,u
0.760649,0.278174,m
0.739985,0.894825,m
0.236246,0.602662,u
0.765058,0.173778,m
0.460022,0.577342,u
0.367582,0.587108,u
0.6679,0.578863,u
0.508191,0.484615,u
0.082109,0.374171,m
0.801801,0.589396,m
0.073261,0.607826,m
0.414573,0.705636,u
0.985383,0.573621,m
0.637814,0.875325,m
0.560916,0.198642,m
0.431058,0.083787,m
0.777222,0.102636,m
0.417151,0.743721,u
0.825996,0.386539,m
0.985878,0.590432,m
0.715478,0.783108,m
0.715073,0.700911,u
0.745473,0.365096,u
0.011787,0.545814,m
0.514188,0.345589,u
0.43658,0.938036,m
0.588061,0.03937,m
0.101564,0.797218,m
0.793991,0.526305,u
0.522549,0.731603,u
0.849111,0.649113,m
0.144039,0.503914,m
0.846496,0.184049,m
0.693577,0.795039,m
0.531731,0.234049,u
0.202745,0.339311,m
0.224674,0.432498,u
0.126315,0.756132,m
0.849911,0.394259,m
0.27516,0.477284,u
0.207457,0.708182,m
0.035307,0.593156,m
0.251018,0.542196,u
0.028203,0.393341,m
0.813394,0.888613,m
0.764313,0.898382,m
0.244383,0.292172,m
0.126317,0.782472,m
0.794225,0.668209,m
0.515214,0.604637,u
0.699533,0.068756,m
0.858479,0.699447,m
0.683592,0.792487,m
0.580553,0.652003,u
0.323215,0.768639,m
0.335181,0.754069,m
0.488654,0.424269,u
0.261573,0.07817,m
0.346452,0.489161,u
0.869133,0.453587,m
0.813284,0.242412,m
0.085339,0.632659,m
0.649505,0.872479,m
0.127607,0.560104,m
0.676436,0.743873,m
0.37095,0.52279,u
0.238062,0.444529,u
0.166993,0.586525,m
0.598722,0.126278,m
0.43529,0.552213,u
0.812117,0.694589,m
0.456753,0.487689,u
0.571448,0.890511,m
0.745627,0.297861,m
0.640878,0.215023,m
0.432615,0.868826,m
0.196793,0.303006,m
0.499826,0.581568,u
0.282074,0.929873,m
0.112365,0.232292,m
0.661556,0.54398,u
0.558682,0.39053,u
0.46947,0.823305,m
0.526012,0.86733,m
0.463804,0.347449,u
0.44271,0.395677,u
0.598269,0.1536,m
0.481266,0.409417,u
0.885916,0.70789,m
0.179798,0.87531,m
0.423743,0.338823,u
0.709265,0.409039,u
0.555531,0.492569,u
0.507275,0.592071,u
0.454077,0.353451,u
0.905957,0.61219,m
0.433306,0.009982,m
0.432929,0.419072,u
0.448928,0.27234,u
0.720603,0.126245,m
0.600164,0.143218,m
0.151486,0.525844,m
0.305924,0.875879,m
0.196579,0.573126,m
0.276549,0.350509,u
0.817006,0.364023,m
0.070213,0.323478,m
0.683849,0.298317,u
0.151565,0.83328,m
0.232383,0.394644,u
0.292973,0.76624,m
0.174105,0.743416,m
0.823271,0.641125,m
0.576705,0.125678,m
0.36683,0.330997,u
0.359541,0.39128,u
0.103569,0.398683,m
0.846574,0.343082,m
0.095512,0.453182,m
0.740923,0.705007,m
0.195231,0.377861,m
0.516426,0.114216,m
0.633722,0.043406,m
0.771702,0.137642,m
0.50555,0.47666,u
0.561271,0.607667,u
0.151767,0.302471,m
0.124302,0.749106,m
0.362658,0.411535,u
0.446493,0.750489,u
0.294088,0.238061,m
0.135907,0.181915,m
0.576573,0.599547,u
0.713343,0.141713,m
0.600675,0.931097,m
0.632554,0.147064,m
0.605644,0.829587,m
0.113872,0.661126,m
0.304511,0.366924,u
0.983101,0.526555,m
0.341863,0.535178,u
0.765737,0.488603,u
0.293278,0.156595,m
0.507383,0.468925,u
0.307574,0.201629,m
0.1183,0.27918,m
0.438632,0.945339,m
0.562365,0.007298,m
0.65391,0.879779,m
0.605614,0.817007,m
0.418005,0.491129,u
0.029846,0.505012,m
0.240706,0.285048,m
0.224803,0.298112,m
0.542839,0.200155,m
0.354329,0.23581,m
0.335875,0.717634,u
0.663685,0.663488,u
0.834527,0.833298,m
0.717602,0.776262,m
0.460247,0.604176,u
0.676698,0.215947,m
0.07576,0.736086,m
0.534149,0.379145,u
0.200606,0.115905,m
0.082702,0.685167,m
0.552716,0.055433,m
0.814709,0.243237,m
0.214764,0.703357,m
0.884891,0.537762,m
0.719059,0.768757,m
0.82763,0.32901,m
0.329331,0.860435,m
0.173975,0.665306,m
0.538842,0.201453,m
0.561462,0.039077,m
0.333028,0.67511,u
0.363397,0.56391,u
0.739546,0.497974,u
0.625424,0.111325,m
0.733936,0.434275,u
0.465414,0.366304,u
0.474454,0.933399,m
0.634089,0.497736,u
0.303761,0.568613,u
0.337244,0.285078,u
0.555048,0.069622,m
0.245285,0.670146,m
0.362555,0.374705,u
0.788963,0.681967,m
0.627323,0.066579,m
0.377966,0.050696,m
0.67722,0.541231,u
0.912807,0.264731,m
0.443193,0.026669,m
0.89121,0.525804,m
0.406121,0.223664,u
0.160507,0.162484,m
0.526444,0.248724,u
0.425266,0.500641,u
0.437795,0.260063,u
0.615562,0.130793,m
0.10864,0.621795,m
0.228284,0.791553,m
0.858799,0.328852,m
0.161524,0.812509,m
0.412049,0.726621,u
0.464741,0.474475,u
0.686566,0.477431,u
0.471423,0.378745,u
0.609156,0.04799,m
0.749642,0.425876,u
0.557152,0.340971,u
0.259501,0.475465,u
0.436738,0.404471,u
0.434234,0.552421,u
0.090454,0.215612,m
0.599691,0.199802,m
0.307736,0.842152,m
0.308292,0.708166,u
0.767154,0.124827,m
0.930992,0.5779,m
0.132181,0.304581,m
0.726519,0.471958,u
0.315358,0.12118,m
0.087492,0.432283,m
0.335241,0.270151,u
0.735299,0.840863,m
0.785747,0.128313,m
0.351257,0.611841,u
0.593154,0.221832,u
0.303243,0.708331,u
0.294132,0.860012,m
0.908108,0.296091,m
0.735976,0.293807,m
0.347492,0.643326,u
0.497587,0.772363,u
0.542667,0.625283,u
0.344105,0.882726,m
0.555372,0.409636,u
0.562016,0.365124,u
0.838549,0.302624,m
0.461946,0.008043,m
0.820322,0.859995,m
0.260587,0.854423,m
0.263714,0.237402,m
0.23467,0.788677,m
0.483034,0.236973,u
0.660604,0.205298,m
0.875326,0.54603,m
0.728255,0.876713,m
0.348539,0.610719,u
0.687465,0.904274,m
0.938618,0.593499,m
0.477033,0.966283,m
0.218981,0.312659,m
0.723856,0.45648,u
0.245782,0.662826,m
0.311614,0.873601,m
0.119886,0.740071,m
0.079743,0.407454,m
0.568964,0.713673,u
0.227312,0.734475,m
0.814732,0.542149,m
0.525693,0.695816,u
0.40633,0.128454,m
0.473285,0.415992,u
0.467377,0.154235,m
0.781684,0.741108,m
0.767684,0.12555,m
0.488188,0.274198,u
0.577066,0.525276,u
0.697969,0.618013,u
0.596632,0.132658,m
0.5073,0.749429,u
0.53818,0.171478,m
0.037108,0.324827,m
0.810999,0.467245,m
0.811026,0.562455,m
0.366685,0.59319,u
0.508359,0.858014,m
0.703948,0.403202,u
0.765181,0.309826,m
0.609617,0.079802,m
0.886902,0.574912,m
0.154259,0.349911,m
0.335981,0.227716,m
0.492134,0.484587,u
0.554582,0.613188,u
0.051383,0.595626,m
0.654306,0.60005,u
0.443564,0.155437,m
0.05826,0.304488,m
0.146218,0.580623,m
0.738939,0.835867,m
0.57807,0.191312,m
0.544837,0.850137,m
0.202204,0.554325,m
0.498438,0.950738,m
0.445487,0.581199,u
0.351553,0.630122,u
0.249632,0.56112,u
0.478832,0.761552,u
0.55174,0.20496,u
0.166809,0.426852,m
0.295825,0.459301,u
0.616345,0.660852,u
0.26755,0.086253,m
0.109007,0.670406,m
0.929257,0.635584,m
0.119075,0.672185,m
0.094869,0.671658,m
0.207093,0.410042,m
0.21477,0.859587,m
0.940164,0.466251,m
0.958511,0.489488,m
0.715481,0.49656,u
0.210949,0.614687,m
0.76367,0.686086,m
0.579873,0.487637,u
0.628181,0.712474,u
0.366074,0.940787,m
0.075297,0.683747,m
0.148636,0.788398,m
0.804165,0.68763,m
0.781528,0.472709,u
0.71114,0.218363,m
0.740653,0.503648,u
0.766679,0.114857,m
0.550834,0.813613,m
0.534603,0.240634,u
0.805532,0.356734,m
0.163698,0.563455,m
0.153267,0.361266,m
0.139044,0.335681,m
0.498959,0.744006,u
0.464896,0.870971,m
0.305284,0.774423,m
0.755696,0.329977,m
0.845597,0.68293,m
0.250567,0.76605,m
0.162643,0.635394,m
0.692813,0.287792,u
0.086637,0.621866,m
0.967039,0.516176,m
0.10363,0.629127,m
0.577555,0.463312,u
0.692813,0.590316,u
0.119577,0.290095,m
0.162515,0.736925,m
0.261539,0.35464,u
0.797524,0.537507,u
0.662371,0.09244,m
0.077113,0.504657,m
0.29739,0.27717,m
0.413426,0.060828,m
0.170208,0.641436,m
0.432546,0.428458,u
0.259362,0.121461,m
0.291087,0.45251,u
0.221685,0.474767,u
0.43421,0.759256,u
0.417497,0.870957,m
0.700855,0.284777,u
0.231602,0.583657,u
0.583378,0.786929,u
0.672701,0.376723,u
0.358178,0.279201,u
0.654173,0.862172,m
0.270061,0.402745,u
0.768503,0.867064,m
0.669328,0.092848,m
0.524355,0.451663,u
0.560175,0.870806,m
0.801495,0.406971,m
0.599941,0.852775,m
0.34292,0.206262,m
0.635442,0.889049,m
0.405717,0.870311,m
0.932307,0.489092,m
0.93081,0.731936,m
0.69084,0.172766,m
0.533778,0.425699,u
0.644513,0.083018,m
0.605332,0.056033,m
0.783509,0.266731,m
0.278638,0.165719,m
0.378113,0.154732,m
0.874127,0.590393,m
0.462556,0.698741,u
0.090668,0.543889,m
0.17442,0.213304,m
0.598255,0.966181,m
0.061862,0.308548,m
0.752083,0.860929,m
0.807831,0.800731,m
0.628534,0.812076,m
0.635437,0.351582,u
0.578092,0.392611,u
0.634801,0.22073,m
0.334697,0.057244,m
0.750168,0.612705,u
0.334224,0.383218,u
0.630061,0.71089,u
0.593117,0.669892,u
0.305363,0.758789,m
0.824042,0.690158,m
0.818429,0.49845,m
0.231204,0.617147,u
0.556536,0.352905,u
0.396564,0.329942,u
0.883126,0.678778,m
0.42128,0.396408,u
0.037113,0.424916,m
0.351619,0.317045,u
0.48253,0.464173,u
0.37826,0.873765,m
0.493091,0.207791,u
0.335208,0.925494,m
0.228343,0.78021,m
0.299119,0.47509,u
0.391355,0.800425,m
0.967873,0.528055,m
0.411987,0.480708,u
0.189704,0.474715,m
0.614104,0.739831,u
0.936947,0.379132,m
0.431489,0.647731,u
0.257374,0.583765,u
0.126893,0.669721,m
0.382142,0.741895,u
0.317885,0.770726,m
0.530665,0.711914,u
0.774449,0.685136,m
0.961228,0.674966,m
0.631052,0.463215,u
0.279757,0.721031,m
0.470205,0.252544,u
0.739216,0.709018,m
0.133016,0.647087,m
0.466145,0.09746,m
0.305664,0.802865,m
0.699713,0.445235,u
0.601145,0.09513,m
0.593596,0.456969,u
0.385234,0.532894,u
0.545814,0.930675,m
0.747649,0.163434,m
0.099587,0.574972,m
0.287442,0.914664,m
0.481828,0.180595,m
0.778209,0.495826,u
0.302548,0.472614,u
0.442627,0.438282,u
0.978885,0.512838,m
0.269973,0.325546,u
0.745378,0.479303,u
0.729487,0.140081,m
0.856089,0.670625,m
0.849585,0.206773,m
0.22166,0.634491,m
0.986196,0.541099,m
0.773528,0.42893,u
0.839073,0.402099,m
0.486016,0.047859,m
0.029677,0.507422,m
0.456567,0.130309,m
0.57167,0.743664,u
0.218593,0.765887,m
0.522488,0.245166,u
0.314208,0.542568,u
0.72273,0.927061,m
0.564141,0.549075,u
0.957108,0.605687,m
0.578488,0.339781,u
0.673677,0.040931,m
0.097087,0.492616,m
0.23035,0.147082,m
0.569177,0.593663,u
0.18802,0.276959,m
0.625496,0.488155,u
0.454269,0.007046,m
0.284797,0.378378,u
0.101286,0.555821,m
0.609486,0.690885,u
0.2307,0.625997,u
0.205661,0.720806,m
0.651523,0.723182,u
0.974524,0.510589,m
0.086738,0.321584,m
0.157962,0.233747,m
0.21782,0.496467,u
0.635035,0.301145,u
0.536398,0.308803,u
0.945983,0.481964,m
0.468897,0.40504,u
0.425364,0.191273,m
0.682335,0.661689,u
0.235644,0.325271,m
0.899015,0.584892,m
0.321111,0.111976,m
0.574138,0.180431,m
0.06209,0.698981,m
0.29416,0.493155,u
0.902154,0.26109,m
0.819029,0.484222,m
0.786789,0.639127,m
0.087965,0.332184,m
0.397877,0.394264,u
0.851565,0.477465,m
0.369665,0.714635,u
0.953808,0.480815,m
0.653558,0.611547,u
0.675154,0.682212,u
0.149165,0.495905,m
0.677685,0.08328,m
0.183625,0.17509,m
0.655218,0.109479,m
0.741974,0.344938,u
0.37477,0.200725,m
0.772525,0.204822,m
0.134303,0.263801,m
0.625999,0.910059,m
0.270524,0.806532,m
0.921591,0.237799,m
0.226701,0.190169,m
0.763092,0.415416,u
0.762725,0.634933,u
0.532952,0.405736,u
0.272427,0.753157,m
0.313552,0.125457,m
0.68449,0.408417,u
0.404271,0.490528,u
0.094582,0.453545,m
0.81172,0.877892,m
0.697203,0.353681,u
0.850089,0.521689,m
0.222223,0.499448,u
0.442506,0.041775,m
0.528865,0.950528,m
0.375837,0.823675,m
0.862569,0.411665,m
0.562153,0.346041,u
0.352392,0.062545,m
0.688139,0.945278,m
0.891006,0.710421,m
0.333933,0.376508,u
0.038433,0.457136,m
0.216182,0.792658,m
