@relation clouds-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute class {u,m}

@data
0.075774,-0.176579,u
0.538912,-0.717073,m
1.474985,-0.750864,u
0.032078,2.116992,u
1.543404,1.935301,u
-0.115864,2.053113,u
-0.135652,-0.180565,u
2.030558,3.034154,u
0.22514,0.296686,m
0.82834,-0.421645,m
2.234695,3.032012,u
1.456368,0.380535,m
-0.423144,2.003844,u
-0.615434,-0.011368,u
2.161051,1.583541,u
0.16318,-0.327935,u
0.008974,0.0517,u
0.091501,0.032045,u
-0.231733,1.944476,u
1.845964,0.255082,u
1.918203,0.152993,u
0.903358,1.050114,m
1.810576,0.187949,m
-0.081527,1.742611,u
-0.017936,0.064574,u
1.705708,-0.28986,u
0.560626,-0.67264,m
-0.008132,-0.313156,u
2.070921,-0.560624,u
2.028904,0.748459,u
0.478912,1.508538,m
-1.070051,1.111259,m
-1.098163,-0.013979,m
-0.932316,-0.04564,m
-0.073861,1.868061,u
3.029006,-0.217705,m
1.809813,0.219605,u
-0.090678,0.316311,m
-1.072105,-0.223949,m
1.939509,0.050322,u
0.134843,-0.578945,m
1.787063,1.850836,u
1.830878,1.315416,u
0.479535,-0.085643,u
-0.145379,-0.866187,m
0.062551,-0.873861,m
0.026579,-1.544256,m
2.175595,0.029822,u
2.138309,1.976204,u
-1.212564,0.50136,m
1.820668,0.740668,u
1.851698,0.762574,u
1.822741,2.231613,u
2.230403,0.500045,u
-0.287742,-0.174933,u
1.705365,0.296797,u
0.019248,0.415836,u
0.482414,0.424096,m
1.996813,1.294974,u
1.964824,-1.524646,u
1.759553,-1.527568,u
2.688717,0.525998,m
-0.012768,-1.9441,m
-0.289403,-0.130555,u
0.145427,0.192293,u
1.762457,0.926035,u
-0.09095,-0.523492,m
0.308038,0.077545,m
0.126294,-0.031766,u
1.973461,0.616272,m
0.057628,-0.118419,u
-0.135097,1.078062,m
0.125901,1.921265,u
1.717015,0.203039,u
-1.239227,-0.384325,m
0.072047,0.099357,u
0.364145,1.85988,u
2.426263,0.923872,u
0.469983,1.365196,m
2.200795,0.623814,u
0.762221,0.164732,m
-0.249383,1.972991,u
1.748043,1.887146,u
-1.66192,0.407057,m
-0.181176,0.090914,m
0.333634,-0.183322,u
0.696537,0.246854,m
0.401194,0.157589,m
2.245352,1.108747,u
-0.097919,-0.559264,m
-0.147017,1.864584,u
2.043124,1.408401,u
1.88876,2.068981,u
1.109185,0.845525,m
-0.145007,1.98163,u
-0.848102,1.936177,m
1.906811,0.998611,u
0.874884,2.153687,m
-0.162712,0.465178,u
-0.000388,-0.061937,u
1.940708,3.224301,u
-0.168122,1.912053,u
0.341314,-0.737241,m
0.402155,-0.957624,m
0.936244,-0.474054,m
0.184873,0.093782,u
-0.386176,-0.146485,u
2.101883,1.149127,u
-0.036136,1.731629,u
-0.001198,1.726216,m
1.216875,-0.444263,m
0.413024,1.866154,u
0.218777,1.874097,u
-2.32252,0.246986,m
1.915947,1.662483,u
-1.706519,-1.582083,m
2.057819,-0.363405,u
2.343483,0.753686,u
2.110421,2.439185,u
2.117161,0.37734,u
2.357909,1.461886,u
1.88952,-0.202071,u
0.411409,2.185868,u
1.859812,-1.078096,m
-0.451282,0.853638,m
1.851682,1.550146,u
1.70873,0.353423,u
0.413893,0.057891,m
0.370917,-0.601884,m
-0.13704,-0.00034,m
0.387422,1.997048,u
-0.566339,-0.086128,m
-1.984956,0.072219,m
0.256732,1.978945,u
1.48152,-0.89535,m
0.028122,0.016497,u
-0.050222,0.871265,m
-1.182482,1.331769,m
-0.40176,-1.805832,m
-0.021183,-0.26855,m
-0.071521,-0.065367,u
1.985727,0.18846,u
0.322353,1.069483,m
1.962393,0.83519,m
-0.348663,-0.253099,u
1.522409,1.179817,m
1.824237,1.352623,m
2.114857,-0.091584,u
-0.291891,-1.130244,m
-0.17838,1.640208,u
-0.974431,-0.181764,m
-0.312888,-0.764765,m
-0.245655,0.538286,m
1.342094,1.517289,m
0.395395,-0.023193,m
-0.435989,-0.721159,m
0.062495,2.121643,u
0.042779,0.967759,m
0.265096,2.031747,u
0.052787,-0.157575,u
-0.82827,-0.465298,m
0.343337,1.89381,u
-0.090505,-0.145544,u
0.142424,1.284029,u
-0.298157,-1.029966,m
1.844119,1.110072,u
-0.232973,-0.018261,m
-1.268863,-0.234897,m
1.801509,1.880514,u
1.991081,1.912226,u
-0.940822,-0.896012,m
2.137016,2.94154,u
0.826863,0.796593,m
-1.288938,-0.457815,m
0.189152,-0.114685,u
-0.774495,1.763079,m
0.028683,1.891889,u
-0.102373,0.846124,m
-0.740182,-1.058998,m
-1.648036,-0.878363,m
-0.223013,-1.790063,m
2.639348,-0.714294,m
-0.266256,1.961539,u
-1.130543,-0.917625,m
0.055717,0.291177,u
2.300054,0.94182,u
0.085605,0.364753,m
-0.150084,-0.025068,u
2.142323,0.637829,u
1.948092,4.75691,u
-0.653125,-1.215431,m
-0.03132,1.958011,u
0.839387,0.178318,m
-1.164655,0.037774,m
0.027599,1.845424,u
0.026954,2.07059,u
-0.101684,-0.381676,u
0.89034,-1.269739,m
2.060528,0.622644,u
2.02319,-0.349241,u
0.99573,-1.378647,m
0.31524,2.439604,m
2.044697,-0.796571,m
-0.140366,0.688014,m
1.483757,0.142447,m
0.103367,2.096335,u
-0.375586,0.923883,m
1.295194,1.6221,m
0.024215,1.911706,u
-0.232304,-2.09668,m
2.271896,1.740385,m
0.25469,-0.012903,u
0.365479,-0.122131,u
2.037041,0.56945,u
-0.158298,0.759904,m
-0.247511,-0.223756,u
-1.04383,1.251059,m
1.810901,-0.018982,u
0.545998,-1.875604,m
1.288614,0.159079,m
1.894245,2.628157,u
1.962007,2.533671,u
0.058312,1.998708,u
-1.333684,0.370326,m
0.4027,0.284177,m
-0.000044,-0.047782,m
-0.143725,-0.054228,m
0.024349,-1.023392,m
1.262137,-0.483015,m
2.307884,2.220855,u
2.100003,1.035403,u
0.009614,-0.045976,u
0.128148,-0.336456,u
0.047806,1.174288,m
0.381617,-2.749069,m
2.133781,1.621977,u
1.07042,0.411051,m
0.559244,1.877046,m
-0.07927,1.890261,u
-0.306581,-1.209293,m
0.771754,0.194728,m
0.824515,1.159961,m
1.742382,1.416914,u
-1.102455,-0.580373,m
-0.278259,-0.088506,m
2.128091,-0.197822,u
1.119899,-2.426284,m
1.875921,0.877235,u
-0.566162,-0.965542,m
0.851397,0.007861,m
0.800634,-0.532952,m
0.551707,0.390811,m
0.088641,2.149523,u
2.218492,1.046135,u
1.777231,1.081529,u
1.943212,0.385754,u
0.551759,2.16861,u
0.343024,1.935435,u
-0.974986,-0.113103,m
0.923175,1.810442,m
-0.717828,-1.143252,m
-0.10266,1.874358,u
0.037822,0.659876,m
0.125846,2.011535,u
1.288057,0.573542,m
0.154495,2.064828,u
-0.222994,2.064793,u
1.082368,-1.739782,m
-0.350031,0.251508,m
2.027617,-0.147415,u
-0.037269,-0.416109,m
-0.185706,-1.486567,m
-1.39554,-0.429963,m
0.128971,-0.236275,u
1.013701,0.636624,m
2.26644,-0.190789,u
-0.082576,0.346397,u
-0.76775,-0.014609,m
1.489191,0.764735,m
-0.497728,1.355888,m
-0.041337,-0.117488,u
0.47838,1.990545,u
-0.195471,-0.030549,m
0.70973,-0.087669,m
-0.100972,2.024043,u
2.1903,0.44085,u
-0.091375,0.030118,u
0.04607,0.941223,m
0.289093,-1.363405,m
1.959377,0.567974,u
1.912928,-0.915608,m
-0.705274,0.426053,m
2.174863,-0.544108,u
0.077166,-0.39743,u
0.221649,1.119978,m
1.404947,-0.382709,m
-1.315867,0.651459,m
-0.820998,0.893686,m
-1.337416,-0.36981,m
-1.206431,0.031264,m
2.216502,0.911664,u
-0.403638,0.003111,u
2.207981,1.015346,u
-0.329922,-1.294086,m
1.834748,1.731098,u
-0.643971,-2.520311,m
0.030523,2.176979,u
2.271691,1.195505,u
-0.191538,-0.000806,u
0.085709,0.019454,u
1.961827,0.335704,u
-0.470617,-0.473542,m
-0.531143,2.70207,m
2.121616,0.140638,u
-0.45578,-0.032286,m
-0.440229,-0.528392,m
0.626522,0.71377,m
-0.737441,-2.347584,m
1.07956,-0.800246,m
-2.434638,-0.760426,m
-1.158489,-0.437877,m
-0.352921,0.807364,m
2.021619,-0.838792,u
-1.314671,0.822572,m
1.872004,2.225624,u
1.730908,1.280503,u
-0.427547,-1.422147,m
0.821357,-1.887645,m
2.240272,1.548629,u
-1.094997,-1.282446,m
2.165373,1.796593,u
-0.252397,-0.249897,u
0.054945,2.163969,u
1.961849,2.490619,u
2.159842,0.133395,u
0.126219,0.123792,m
-0.032665,1.883743,u
-0.424734,0.187691,m
0.072353,1.852473,u
2.232286,-0.034977,m
1.703369,0.566583,u
0.780453,1.697759,m
2.423536,2.578905,u
1.885193,1.904391,u
-0.244238,1.867412,u
0.192379,1.80571,u
0.442708,1.508994,m
0.322698,-1.42627,m
0.548787,-0.464972,m
0.714261,0.660026,m
0.596839,-1.784464,m
-0.141937,2.138755,u
1.919894,1.450985,u
1.825051,2.569909,u
-0.35892,-0.320888,m
2.339799,0.586583,u
0.21945,0.231398,u
2.05693,1.090593,u
1.400862,1.045877,m
0.023901,-0.086837,u
-1.23018,1.690961,m
0.237883,-0.007822,u
-0.231827,0.203925,u
2.289325,-0.334276,u
-0.057167,-0.227315,u
-0.106945,2.168013,u
-0.054301,-0.10603,m
1.815293,0.305071,u
-0.091903,-0.002633,u
-0.566419,2.140184,m
1.653408,1.775156,u
2.029637,0.749802,u
1.819319,-0.339973,u
0.258607,2.058873,u
2.068229,0.33216,u
0.393837,0.073207,u
-1.154083,1.330091,m
1.038198,1.118227,m
0.191597,-0.600396,m
1.736196,0.787537,u
1.68736,0.266905,u
1.902822,0.92838,u
2.032465,1.282819,u
-0.741591,0.550146,m
0.911068,-0.327923,m
2.082278,-0.44264,u
-0.039243,-1.831046,m
0.078484,-0.875383,m
-1.872754,-0.150668,m
0.09474,-0.281526,m
0.212354,0.483444,m
0.36267,0.044722,m
2.226266,2.476719,u
-0.528773,1.628157,m
0.548577,2.227506,u
-0.540929,0.43106,m
2.33722,1.709776,u
2.444977,1.736116,u
1.324239,1.117931,m
-0.608644,0.361962,m
0.245361,-1.356242,m
0.557845,-0.207639,m
0.175921,-0.364146,u
-0.560447,0.890223,m
0.256067,0.773329,m
0.18465,2.353058,u
1.728102,1.026926,u
0.128489,-0.27244,u
-0.171431,2.214459,u
0.223393,2.002538,u
-2.172696,0.90581,m
-0.203157,1.531982,u
2.162499,0.271801,u
-0.545873,-0.445073,m
-1.253462,-0.58095,m
-0.14856,-1.895484,m
-1.513239,-1.85664,m
-0.65417,0.794326,m
-1.608757,0.210628,m
0.877976,-0.970178,m
-1.177854,2.477254,m
-0.996378,2.191113,m
0.374318,-0.254539,u
-0.158002,-0.773553,m
-1.181191,0.411749,m
0.014048,0.144487,u
-0.068569,-0.403162,m
0.018461,-0.278452,m
-0.238037,-0.665843,m
-0.745305,0.664459,m
0.470883,-1.245982,m
-0.025456,1.760713,u
-2.215752,1.238595,m
-0.757152,-0.171349,m
-0.725508,0.997561,m
1.925986,2.43819,u
-0.029079,2.03461,u
-0.064806,-0.008877,u
-0.658264,0.472676,m
0.063353,2.432902,m
1.982358,0.717714,u
1.593051,1.534942,u
1.312684,-1.152738,m
-0.069144,-0.030815,u
0.366071,-0.143972,u
-0.037072,2.036561,u
1.56283,1.191949,u
1.813969,0.16187,u
-0.093177,1.908174,u
1.794356,2.07385,u
-1.21992,-0.72355,m
0.155492,0.126545,m
-1.378364,-0.275757,m
-0.064041,2.015251,u
-0.365355,1.819941,m
0.043106,2.054026,u
-0.037782,-0.030956,u
2.170279,1.007861,u
2.39446,-0.240629,u
2.045104,1.282637,u
1.900814,2.523113,u
-1.581509,-1.37929,m
1.764429,3.477254,u
-0.679915,-1.19016,m
1.725592,-0.122941,m
0.209261,-0.655582,m
-0.089872,-0.25338,u
0.191453,-0.437227,m
-0.674304,-0.295968,m
-0.061871,0.491874,m
-0.57289,-1.279374,m
-0.989218,-2.388997,m
0.078958,-0.548528,u
0.189942,0.000231,u
2.548582,-0.621906,u
-0.389214,1.140438,m
-0.414951,0.448548,u
1.953405,0.981739,u
1.867347,0.769739,u
-0.061451,2.034718,u
-1.058396,0.579165,m
-0.282713,1.922363,u
1.20492,-0.855676,m
2.112727,0.134319,u
0.656679,0.719893,m
1.075559,0.510122,m
2.068263,0.262759,u
-0.005378,-1.190769,m
2.073195,1.860311,u
1.361636,-0.89836,m
0.2778,0.160407,u
1.087579,0.334543,m
-0.08291,0.241407,u
-0.596836,-0.182406,m
0.107289,0.273671,u
1.243538,-1.130035,m
2.193362,0.343877,u
-0.318694,-0.345339,m
0.679223,1.650729,m
1.879467,-1.363422,m
-0.111054,0.46464,m
-0.378376,0.574486,m
0.06726,-0.609615,m
-0.003771,0.209124,u
-0.601314,0.599721,m
2.018806,0.122067,u
1.715147,-0.812647,u
-0.359837,-0.132967,u
2.204314,1.561296,u
-1.259779,0.505128,m
0.448668,2.282143,u
1.872997,0.47001,u
-0.5419,0.724921,m
-0.124661,-0.085144,u
0.243185,1.95975,u
1.524545,-0.974608,m
-0.138702,2.024098,u
-0.224984,1.207716,m
1.839646,-0.145272,u
0.251672,1.352444,m
-0.026616,-0.384687,m
-0.29482,2.220361,u
1.907905,-1.596231,m
-0.51205,-2.968524,m
0.913406,1.837927,m
-0.809969,0.619971,m
0.10614,-1.641212,m
1.180827,0.070494,m
0.964881,0.40379,m
2.049605,1.31499,u
-0.561784,0.170092,u
1.065113,0.745325,m
2.253474,0.945959,u
1.736865,1.315083,u
1.424198,-0.51338,m
-0.819528,1.037362,m
1.820327,0.974358,u
0.45757,-0.90531,m
0.050269,-0.063503,u
1.777244,-0.089277,u
-0.084123,-1.832891,m
0.025663,1.140269,m
-0.154998,0.520839,u
0.111237,0.503687,m
-0.419307,0.063431,u
0.45686,1.946155,u
1.871248,-0.185352,u
1.114828,0.036306,m
0.74988,0.802306,m
0.278549,-0.227337,m
-0.238151,2.055728,u
1.915467,0.565008,u
1.274398,-0.640757,m
-0.722653,0.713352,m
2.038897,-0.215757,m
0.42762,0.339684,m
1.91624,0.875956,u
2.326942,-1.09922,m
-1.27873,0.340366,m
-0.165421,-1.051706,m
-0.455432,-0.563107,m
0.770569,-0.508659,m
1.83709,-0.961301,u
0.705933,-0.197394,m
-0.451244,-1.17488,m
0.065064,2.34364,u
1.533992,1.242579,m
0.210224,0.151641,u
-0.145373,-0.013482,m
0.37818,0.642728,m
-2.492942,-1.307901,m
-0.89666,-0.259332,m
1.848842,0.619716,u
-2.133298,-0.993336,m
-0.301555,0.973603,m
0.399704,-0.203307,u
-0.058148,2.272606,u
0.222032,0.049013,u
-0.175205,1.972799,u
-0.054052,-0.342656,m
-0.348028,-0.11241,m
0.142405,1.792527,u
